rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
184,RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000157,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,systems,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations. Evidence window: 2026-03-13 to 2026-03-13 across 1 source(s). Representative sources: UAE warns public about growing threat of destructive ‘wiper’ cyberattacks - Gulf News,"DESTRUCTIVE_CYBER_ATTACK affecting systems can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,Gulf News,https://news.google.com/rss/articles/CBMirAFBVV95cUxNaDEzUmNpMmNoelJvNzctbEtlbENFZXNIWlRaUlRhSXRVUmp0VDJSLTNsLWJtOUdFY3hSeDk2bmg1ekQtZG5hZWZPdnphSENvUE8wNkdlVnVBaG5OVHVJYXE3Z1RmM3JrQVVaV1ZEd2JwZm5BeXcxR0pyYmZyV1dfaTFKMEtlbTZPaV94V1R0Rm1SUnRpdGRURWU0OG1faHVqTFNiX242ZWlhSlhm0gG8AUFVX3lxTE5Tbl9CMzVXazkybkRfTXdoanBFNGJ6aVZzaEVZWVpfZ2R3ZEpLMnJHUzg5aXJsT3daTktvNHNucl9nbWxjSmpWUnNVWDRvLUdFM0ZSdXA5d19ZUGYzYVlOc2Z2dUxvS1Z5NDg0SmpzMlozY3JIaXZVamMyMjM4UFZaZVdRM25zMVdhanZva2d5U0NXMVJ5ZTJ2NmFZQWVvZjhBOWlYTUppSEJ2Tnp5OGl4c3BUMjRrMkNoRWI4?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations.
185,RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000158,UNKNOWN risk affects IT Operations,Technology,IT Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in IT Operations. Evidence window: 2026-03-13 to 2026-03-13 across 1 source(s). Representative sources: A Cyberattack Just Put Stryker’s $25 Billion Growth Story to the Test - 24/7 Wall St.,"UNKNOWN affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,24/7 Wall St.,https://news.google.com/rss/articles/CBMisAFBVV95cUxOSlZVOFpBYUdxT1ZpODJZdmxBNHlUWGdBNEVkV1NPYVJPUUNQaFJYXzRuS0l6dGFmZkgwcWM0UEZqRzZZS0RzX2dMQUNWZnlGWXJNTnhoOXVZNWF3OWVLNTl4QVMtczhUbS1HNlAydmhwQVEtNkVRb2hlNURWRzloVWxsc19HaUNuZ0dfRlBHS0Q0R2hST24zSWtLdUNlUlMyZEdDMm5MbXRKUzB5V25MTQ?oc=5,,,UNKNOWN affecting UNKNOWN in IT Operations.
186,RISK-CYBER_OPERATIONAL_DISRUPTION-UNKNOWN-29F36C0D,CL-000159,CYBER_OPERATIONAL_DISRUPTION risk affects IT Operations,Technology,IT Operations,CYBER_OPERATIONAL_DISRUPTION,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations. Evidence window: 2026-03-13 to 2026-03-13 across 1 source(s). Representative sources: Iranian-linked cyberattack still disrupting Stryker's global operations - Crain's Detroit Business,"CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-03-13,2026-03-13,Crain's Detroit Business,https://news.google.com/rss/articles/CBMipAFBVV95cUxNQ0ZaeDJwdjJfZDJfVWNvMVMzNkxseFFybEJ5UWhaa3BqS1pBeVdWZjFWdW5UNmlmWktZSGJJTVJ6NnlXaHdubDZZMUpSTGhJWU1PenM0YkZOM1NUWW1kTVJlZzBvN1JpaWZoTFpGdHAwTGRQOE56YzlVVl9aekt1bmJWS3ZzbE45ckdLYTRTSFYyajI5amxEU0JlMzNPTnFIWnhLTw?oc=5,,,CYBER_OPERATIONAL_DISRUPTION affecting UNKNOWN in IT Operations.
187,RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000160,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,endpoints,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations. Evidence window: 2026-03-17 to 2026-03-17 across 1 source(s). Representative sources: Pro-Iran Hackers Wipe Thousands of Stryker Devices in First Major U.S. Cyberattack - The Tech Buzz,"DESTRUCTIVE_CYBER_ATTACK affecting endpoints can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-17,2026-03-17,The Tech Buzz,https://news.google.com/rss/articles/CBMitAFBVV95cUxNaEZVT2tibzNzY1hOZzI4R1FnY1gwS2pILWdJbUg1ODNIa2s5MExvc3B6V1VhS0JRQldhZkIyZHc4eURUem10dUpMRWFjWGtoLTFlUThxUDhNRDZHXzY1T0hLTkoxY29XbXM3TVlGVFpTT2E3T3kzVnB4YlRJa1A2VUlNVlZRdXMxbzV0SFB3NkNCaldUcm44NTBjR1VCQm9uY0hNWHkzQmdvYTVGNGFSTGh0TFM?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
188,RISK-UNKNOWN-UNKNOWN-AD10A240,CL-000162,UNKNOWN risk affects Physical Infrastructure,Technology,Physical Infrastructure,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in Physical Infrastructure. Evidence window: 2026-03-18 to 2026-03-18 across 1 source(s). Representative sources: War in Iran Damages Multiple AWS Data Centers, Challenging Multi-AZ Assumptions - infoq.com","UNKNOWN affecting UNKNOWN can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-18,2026-03-18,infoq.com,https://news.google.com/rss/articles/CBMicEFVX3lxTFBmVDR4SC1ULS14eUFjc1hNM1JYWmJTYTVKelJ1TXk0djJKeGlkY0wxMlYwV3YweFR1cEJDSnd5c3FZcFN3d24yaDNWdE1fV05PemZmRUh1enJoMEhaXzVYbDdzR2xfMHkxMmRRa04wbFU?oc=5,,,UNKNOWN affecting UNKNOWN in Physical Infrastructure.
189,RISK-DESTRUCTIVE_CYBER_ATTACK-ENDPOINTS-921EB452,CL-000163,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,endpoints,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations. Evidence window: 2026-03-19 to 2026-03-19 across 1 source(s). Representative sources: CISA urges companies to secure Microsoft Intune systems after hackers mass-wipe Stryker devices - TechCrunch,"DESTRUCTIVE_CYBER_ATTACK affecting endpoints can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-03-19,2026-03-19,TechCrunch,https://news.google.com/rss/articles/CBMiygFBVV95cUxQelcwX040djlSYURiU3RsQnBOQkRQYy1HYThWbVN6NENUcjRmLUp1WFI2TkhKRUFfaEQyOXlhdGNZOUNuQXppdGpPVnV1OHJMUE5XMXc4ek1BSjdHMzZZYWhDUUVMOFhzS1ViZUVIVGdLbXZ5QzNCdGFGNkRpNEk2T1pRaEhsd01PSzZlOGlJbFdRejRBV0tmODBMc0Y0ZWdwRVBnSTJNY19lWXFRWWllcWZzcmtpVFl1Z0E3XzBVS0xzOVVMdENXclln?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting endpoints in Security Operations.
190,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000164,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-20 to 2026-03-20 across 1 source(s). Representative sources: Enterprise Foods’ sudden collapse forces Co-op to step in with supplier support - The Grocer,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-20,2026-03-20,The Grocer,https://news.google.com/rss/articles/CBMixAFBVV95cUxPR084bmxnVEloSWFUUGE3WEFDX0k3dFBCNFJwNVBaV2Q0b2dTVjBkMDFtWml1Vl9zM2xnYnZfa24tY3V4UWUtN0tzeE5VUEdNNzlodF9yU1Zac2JVSEJ1dEFwR3dONjRpcFA2dUJrNVdwTC1MQUQ4VHRBZWhuZEc5QVA0di1OZ1RGU3ZEdEdBWHRqQVpldVkwVElfZmgwLVlSc1FyR2RUTlVvWlpTUU1wc081d1ktWkZFd0VuSkNIc2NTanl6?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
191,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000165,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-25 to 2026-03-25 across 1 source(s). Representative sources: Strait of Hormuz crisis threatens world fertilizer supply chain - Anadolu Ajansı,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-25,2026-03-25,Anadolu Ajansı,https://news.google.com/rss/articles/CBMipAFBVV95cUxQYW9iUkZZQTc1eWpnT3F3b1N0QjNuZkJLV29sMXZOa3hqZlBpR0xXeGJsRG8tRGxOdmlVQU9UZjV2QUtycG5palphVkdwNEVVd09oXzRoMlhzWm9udmFmdDBuOERJV056a1ltNHp0Mld0MGxLci1mUUctVXNVdTFIZHZVai1zNzdvQ05mY29rX09BQnc4VGRqVDJqaFprbkNlT2lhWA?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
192,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000168,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-03-31 to 2026-03-31 across 1 source(s). Representative sources: Aramco-Dow joint venture Sadara Chemical halts production amid supply chain disruptions - Arab News,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-03-31,2026-03-31,Arab News,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBENjhuSjBfdEwxRElManlacFlhRWJLeHc5WUxaSmNfR09aVmhEQU1TTFR5SG10MFRJYlQ0UmtfbjNtVzRMaGFYVEU4UjdYY3N5OGwycG9wdFNpX29BdnNITXBNSC0?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
193,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000170,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-04-01 to 2026-04-01 across 1 source(s). Representative sources: UK textile supplier collapse highlights ongoing pressure in home furnishings supply chain - InteriorDaily,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-04-01,2026-04-01,InteriorDaily,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOTjZKbnJGYVk1NzBBNm52MnNDc3pDMjY3Rk9CMmo5ajhsUjVlbWhaVTdaQzEzeHF3TnY4YXVXTUxzUE01T1V0XzRRMWNxZ25jQ2prYWhpRUVPQzc4SUJ2UV9xWDZjZng2TVBrSnRUd0IzNjFVQmM4OTNlMUpVTnphbDl1aXF6bWtDYjlIV0pzYlVGeUtfRHpKY3hBTm9tbzd1ZUc4LUVqNE1rVTVoUjJqZTNCMTBIUE4tZjVfbER3X3RueC14NVVPVkNZa2IycU1aLUE?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
194,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000171,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-04-01 to 2026-04-01 across 1 source(s). Representative sources: Saudi Arabia’s Sadara halts production amid supply chain disruptions - theenergyyear.com,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-04-01,2026-04-01,theenergyyear.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxQREJqUWRwWFhnalhjVlJ1TEs2X0RSdGRhc3VhVHVITnB6eVcySWRreHB2LU9iYVlMcTZUU1plVjFxNHdON3lSZjl6a2ZXa0JZWTNvQTJVV3NjWkVmai1UWWJSU3NJYXM2M3Nmdk96Ym1RVjJUMEdoX1FGeHhXTFYwcWVGN1NmYU5HYy1fdDl1T0JocVJ3czQzVmhUVG5YR3pk?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
195,RISK-UNKNOWN-LOGIN-E9FC5113,CL-000172,UNKNOWN risk affects Identity & Access Management,Technology,Identity & Access Management,UNKNOWN,login,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting login in Identity & Access Management. Evidence window: 2026-04-02 to 2026-04-02 across 1 source(s). Representative sources: Chime App Down? Hundreds Report Login Issues, Frozen Screens, Balance Errors Thursday; Is My Money Safe? | Here's What You Can Do If App Isn't Working - The Sunday Guardian","UNKNOWN affecting login can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-04-02,2026-04-02,The Sunday Guardian,https://news.google.com/rss/articles/CBMimgJBVV95cUxOcWN0c3djVnJEYTlhZDVFeEp4UUFPeXIzdHowdVlidWtySk9YbXgxZlhtWkE3d2dqVUpBRHlWOXlSRkFVQmdkelUzWUZJNTFZNVltZFAyVGljbUZEUnI2dkptbkd3bE01NlUwbFlpbVhkU05zdkFCS0hKRDVxclk0WDJjd3FSdGhxa2xlc0dKdks2cUQ3V013ckI5LTRlMU5kMVNWV1laSWo0SWNHaVpXZWp6UmlZNmswZlhjdzA0MUFJUHRRYWk1Z2tXbjFhbnpNVjVOck1wdWxMMEFPYks4eFBjY3czWGhCVjJidXJ1ZFoyMDBmd09LdHE5M2FzTk12dmMwMHJfQmVUUEduenNzX1RJU1Z5ak1Zdnc?oc=5,,,UNKNOWN affecting login in Identity & Access Management.
196,RISK-UNKNOWN-SYSTEMS-000D2C5E,CL-000174,UNKNOWN risk affects Vendor Risk,Technology,Vendor Risk,UNKNOWN,systems,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting systems in Vendor Risk. Evidence window: 2026-04-02 to 2026-04-02 across 1 source(s). Representative sources: Telehealth giant Hims & Hers says its customer support system was hacked - TechCrunch,"UNKNOWN affecting systems can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-02,2026-04-02,TechCrunch,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNaWRtWGxWQzBPSUpCZzlJeFNWSjc0M2VnVVpmYndvQ0hXZ0JRdG9NR2FzdVZkdENHdTFuZEJfa3o2N19sZVRBZkp2UW1xVF95Q2ZZTElkbkNXb0Yyd0Jna0ZPRzl4T29UcWdMd0ozcnJYbmR0aWo5N2tUTndnQlZfdkNWVGVNS1p2Q2ctRGRiOUNMeU1SZlZPVjBBU1hlQWVNQTVJSWRGamc?oc=5,,,UNKNOWN affecting systems in Vendor Risk.
197,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000176,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-04-13 to 2026-04-13 across 1 source(s). Representative sources: Doncaster dealership site hits market after Hayselden collapse - AM-online,"UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-04-13,2026-04-13,AM-online,https://news.google.com/rss/articles/CBMimAFBVV95cUxNd182a0pOLTl5aGIzSkotTU16cWRqcmFGc0dHdDZQekdTb0tKM1FkSEZnVHFTSERQTHU2SVExRjlidDBNODZJeUdhdWhTS0hMMWRSQl92VW1oU2ZrajFBSUxBbGo0MHVnZlFYckpRZ2J0OXZCeGl1MTNNY0xYcWFIZ2JqRlRrQWVSMWJWUVJIUDhHalpVbDNnNQ?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
198,RISK-UNKNOWN-UNKNOWN-7D8B8397,CL-000177,UNKNOWN risk affects Procurement & Supply Chain,Technology,Procurement & Supply Chain,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,"Risk signal (Weak): UNKNOWN affecting UNKNOWN in Procurement & Supply Chain. Evidence window: 2026-04-13 to 2026-04-13 across 1 source(s). Representative sources: Bromine, Helium Imports Highlight Middle East Supply Risks - 조선일보","UNKNOWN affecting UNKNOWN can disrupt Procurement & Supply Chain, causing operational delays and recovery complications.",1,2026-04-13,2026-04-13,조선일보,https://news.google.com/rss/articles/CBMiiAFBVV95cUxOOW5ia0ZOS3hHaHFlTUtHdF9FbTdaV2xjdzBtZU5va2g4NkJPNGJHdGtDcG1KRkstbTQ0cDdtNjhUQTRYRm5iU2k4SmFoQ2M1Z1djYkcxaDZmcGJDY1k4VDVkbm16TmJ6MHduV1pBNXN0WDhDTW1Fb2ZHTHM0ZEl1Zmg0SGtyWVRs?oc=5,,,UNKNOWN affecting UNKNOWN in Procurement & Supply Chain.
199,RISK-UNKNOWN-UNKNOWN-29DBC6B7,CL-000180,UNKNOWN risk affects IT Operations,Technology,IT Operations,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in IT Operations. Evidence window: 2026-04-15 to 2026-04-15 across 1 source(s). Representative sources: Stryker Cyberattack Has Impacted First Quarter Earnings - The HIPAA Journal | Stryker Cyberattack Has Impacted First Quarter Earnings - The HIPAA Journal,"UNKNOWN affecting UNKNOWN can disrupt IT Operations, causing operational delays and recovery complications.",1,2026-04-15,2026-04-15,The HIPAA Journal,https://news.google.com/rss/articles/CBMiZEFVX3lxTE54RTM0YTFXSU9kNjVtaHl2OTdDMkV4X1luRjl1Wl8zcmd5alp2UHV0TlAzNkE4VGpMc3lEeEhuSjBCeUw5UXc1aFZEV3NYRzVkOTBQU0JzMFlXTDhOS0ktTEc0Mko?oc=5,,,UNKNOWN affecting UNKNOWN in IT Operations.
200,RISK-UNKNOWN-LOGIN-E9FC5113,CL-000181,UNKNOWN risk affects Identity & Access Management,Technology,Identity & Access Management,UNKNOWN,login,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting login in Identity & Access Management. Evidence window: 2026-04-17 to 2026-04-17 across 1 source(s). Representative sources: Windows Server Bug Triggers Reboots and Login Failures - SQ Magazine,"UNKNOWN affecting login can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-04-17,2026-04-17,SQ Magazine,https://news.google.com/rss/articles/CBMif0FVX3lxTFBPUjQ4eDdKNi04LTUyOEJiZTd6YXVrdXgwY1pkM1JTOGVDek0wWWN6SFJ5UXBMLWZfUVk1RFR5RnllUnQxUllDYktYUDVSVkE5czkwTW5LbkRLNUJQSnZvN19KWk9VMXpPNmV0Yk9aZzBmemt2NlZDQS1QdS01OG8?oc=5,,,UNKNOWN affecting login in Identity & Access Management.
201,RISK-UNKNOWN-CLOUD-F385B540,CL-000185,UNKNOWN risk affects Cloud Infrastructure,Technology,Cloud Infrastructure,UNKNOWN,cloud,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting cloud in Cloud Infrastructure. Evidence window: 2026-04-21 to 2026-04-21 across 1 source(s). Representative sources: Cloud tech outages: how the EU plans to bolster its digital infrastructure - The Conversation,"UNKNOWN affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-04-21,2026-04-21,The Conversation,https://news.google.com/rss/articles/CBMirAFBVV95cUxNMlJDclk1ZzU5em93RG1XVUFMQzBSZnBiMjFXVFdqbnJubEt2NmltLWhuamZtdkdtLXRvLXdqNmJaUzAwSHlzOEpyUUJNcEZlMlctVEVaSWFubHVYc0E5N0dGeXlnNjBSNkxoemRINnNiaDRzSW1kWi11X05mMWxnZHZZYkZDclRXVmNKLXpwN3Y4akVreEhGRzRoRE9nSkE1UVVDY2ZKMjdOc1Ex?oc=5,,,UNKNOWN affecting cloud in Cloud Infrastructure.
202,RISK-UNKNOWN-UNKNOWN-0C458AC6,CL-000190,UNKNOWN risk affects Compliance & Governance,Technology,Compliance & Governance,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Compliance & Governance. Evidence window: 2026-04-21 to 2026-04-21 across 1 source(s). Representative sources: Mercantile Ports & Logistics continues legal action to regain control of Karanja Terminal & Logistics - marketscreener.com,"UNKNOWN affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2026-04-21,2026-04-21,marketscreener.com,https://news.google.com/rss/articles/CBMi4wFBVV95cUxOUDJIZTVFSG02Yk9TU1pRN2RyelVqc2dvUlZXNC1CdUUwWGFUcWpyc3RuNGZqTVhyZjF2b1lKeWpEejJNdWxxR0Rnd1dmRjBBaXFfQTdiS2xfQWpnSE9RSU5qR3RxV2JXT1BoUmZvbFR0NkNaaWNTNi1wWDIwQW05bE5XQ2ZIQzhHXzZaeFRpR29JLUZiLWxETGRUelFuQkVsR3BCVWFGZzlrcWpEdTFYUWhiQTEwdWo2NVNqVnJhUllkZU5KSXc0Vm16enZRQ3M4RzFKeFF6QzhFcms4MmluQzdfMA?oc=5,,,UNKNOWN affecting UNKNOWN in Compliance & Governance.
203,RISK-UNKNOWN-UNKNOWN-97597724,CL-000194,UNKNOWN risk affects Vendor Risk,Technology,Vendor Risk,UNKNOWN,UNKNOWN,6,2,3,6,,Weak,Low,False,,Review controls and implement appropriate mitigations,,Risk signal (Weak): UNKNOWN affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-22 to 2026-04-22 across 1 source(s). Representative sources: Top 10: Vendor Risk Management Platforms - Cyber Magazine,"UNKNOWN affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-22,2026-04-22,Cyber Magazine,https://news.google.com/rss/articles/CBMie0FVX3lxTFBpR0FOc0RQMkw2OGhOUURXN3k4UjhtTzFiN0NhVEVHUFlKSVRscnp2ZXA2bEpwOXlWM21oekt0SmI5STRwRE1HSzNCNTN5QkFKZzY1aWRMd2d0UEZORFlNVFFya1ZmdTVZRkZ5VjlMLUdJc1ZjdkoxYVZyVQ?oc=5,,,UNKNOWN affecting UNKNOWN in Vendor Risk.
204,RISK-DESTRUCTIVE_CYBER_ATTACK-SYSTEMS-EB0B09F8,CL-000199,DESTRUCTIVE_CYBER_ATTACK risk affects Security Operations,Technology,Security Operations,DESTRUCTIVE_CYBER_ATTACK,systems,6,2,3,6,,Weak,Low,False,,"Isolate affected systems, initiate clean-room recovery, validate backups for integrity, and perform forensic analysis before restoration",Cyber Resilience / Destructive Malware,Risk signal (Weak): DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations. Evidence window: 2026-04-22 to 2026-04-22 across 1 source(s). Representative sources: Venezuela energy sector targeted by highly destructive Lotus wiper - Security Affairs,"DESTRUCTIVE_CYBER_ATTACK affecting systems can disrupt Security Operations, causing operational delays and recovery complications.",1,2026-04-22,2026-04-22,Security Affairs,https://news.google.com/rss/articles/CBMitAFBVV95cUxPNUJlVEtJSkxnazZaTnV0MHJCcDVkQ1BQS0VvbkVhZjBMbHhuNEhqOEYtMXpTTWlPR0VNTmNrSHF2QVplS1Z4T09nNHhQSTN5NGpVQmZiZXU0NUhqWUJEblZ6d3J1QnI4dDVsS2NPWlpDVlVnTzZ5UUNOS0RGa2NxWG1ENTVSZXBPMkl0U2s2a29QWVl1dGtjSTVSMXU3cHIxaXh6bVZ6c0M0NkFDZ25RMWc0Q2nSAboBQVVfeXFMT0E5YzZMRTJpX0VBX3JhMWl1X29ES0ZXczdKUWJPdl9jc1pNQkt5M29Yck5iZm4xWW94dkJ4Sy04RDFhTzhWZjcxbnN2eEIxSDY2enRHRFl3QzdDUS1ZbFdQeTJHNDg5cnEzREdFN3gyVkY3V2xGMFVVSUhNUFNPSmstLVVaUWhGcXlVLVdwaWNqdmV0WEZqZEZIcDBUZzBOSk0ySlBGSzRvV0toYm9maHhlMVRyRVY3cVhR?oc=5,,,DESTRUCTIVE_CYBER_ATTACK affecting systems in Security Operations.
